age,gender,race,educ,urban,region,income,occup1,union,religion,vote,presvote
61,male,White,HighSchool,suburban,south,0-16 %ile,skilled,yes,protestant,yes,democrat
34,female,Black,HighSchool,suburban,south,17-33 %ile,professional,no,protestant,no,NA
30,male,White,CollegeDegree,suburban,north central,68-95 %ile,clerical,no,catholic,no,NA
43,male,White,CollegeDegree,rural,south,68-95 %ile,professional,no,protestant,yes,republican
43,male,White,HighSchool,suburban,northeast,68-95 %ile,skilled,no,protestant,yes,democrat
42,female,White,HighSchool,rural,northeast,68-95 %ile,clerical,no,catholic,yes,republican
64,male,White,CollegeDegree,rural,northeast,34-67 %ile,professional,no,protestant,yes,democrat
57,female,White,HighSchool,rural,northeast,34-67 %ile,clerical,yes,other,yes,other
43,female,White,HighSchool,rural,south,34-67 %ile,professional,no,protestant,yes,democrat
49,female,Black,HighSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
37,female,White,SomeCollege,rural,west,68-95 %ile,professional,no,protestant,yes,other
46,male,White,SomeCollege,suburban,northeast,68-95 %ile,skilled,yes,catholic,yes,democrat
47,male,White,CollegeDegree,suburban,south,68-95 %ile,clerical,yes,protestant,yes,republican
56,male,Black,HighSchool,central,west,34-67 %ile,professional,no,protestant,yes,democrat
75,female,Black,GradeSchool,suburban,north central,0-16 %ile,homemakers,no,protestant,yes,democrat
30,male,Hispanic,SomeCollege,central,northeast,0-16 %ile,skilled,no,other,yes,democrat
35,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,republican
42,male,White,SomeCollege,central,northeast,17-33 %ile,skilled,no,protestant,no,NA
68,male,White,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,democrat
29,female,White,SomeCollege,suburban,south,17-33 %ile,clerical,no,protestant,yes,republican
82,female,White,GradeSchool,suburban,north central,0-16 %ile,skilled,no,catholic,yes,republican
75,female,White,HighSchool,rural,south,68-95 %ile,farmers,no,protestant,yes,republican
56,female,White,HighSchool,suburban,west,34-67 %ile,skilled,yes,protestant,yes,republican
36,female,White,HighSchool,suburban,west,68-95 %ile,homemakers,yes,protestant,yes,republican
40,female,White,CollegeDegree,central,west,34-67 %ile,clerical,no,protestant,yes,NA
76,female,White,HighSchool,central,west,17-33 %ile,skilled,no,protestant,yes,democrat
42,male,White,CollegeDegree,central,west,0-16 %ile,skilled,no,protestant,yes,democrat
26,male,Hispanic,HighSchool,central,west,68-95 %ile,professional,yes,catholic,yes,NA
36,female,White,SomeCollege,suburban,north central,34-67 %ile,professional,no,protestant,yes,republican
46,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
23,male,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,protestant,yes,democrat
44,female,White,HighSchool,suburban,northeast,68-95 %ile,clerical,yes,protestant,yes,democrat
47,male,White,SomeCollege,rural,north central,68-95 %ile,farmers,no,protestant,yes,republican
72,female,White,HighSchool,suburban,west,17-33 %ile,clerical,no,catholic,no,NA
35,female,White,SomeCollege,rural,north central,34-67 %ile,clerical,no,protestant,yes,republican
40,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,jewish,yes,other
40,female,White,CollegeDegree,suburban,northeast,34-67 %ile,skilled,no,catholic,yes,republican
37,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,yes,other,yes,democrat
38,female,White,SomeCollege,suburban,northeast,68-95 %ile,homemakers,no,catholic,yes,democrat
39,female,White,HighSchool,central,northeast,34-67 %ile,clerical,no,catholic,yes,democrat
83,male,White,GradeSchool,central,northeast,0-16 %ile,skilled,no,other,no,NA
45,female,White,SomeCollege,suburban,west,34-67 %ile,professional,yes,protestant,yes,republican
62,female,White,SomeCollege,central,west,17-33 %ile,professional,no,catholic,yes,other
65,female,White,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
36,male,White,SomeCollege,central,south,34-67 %ile,skilled,no,protestant,yes,republican
74,male,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,protestant,yes,republican
29,female,White,HighSchool,suburban,west,68-95 %ile,clerical,no,protestant,yes,other
31,female,White,HighSchool,rural,south,17-33 %ile,clerical,no,protestant,yes,republican
64,female,White,HighSchool,suburban,northeast,17-33 %ile,skilled,no,catholic,yes,democrat
26,male,Black,CollegeDegree,central,northeast,34-67 %ile,clerical,no,protestant,yes,other
37,female,White,CollegeDegree,suburban,northeast,34-67 %ile,clerical,no,protestant,yes,democrat
48,female,White,HighSchool,suburban,south,96-100 %ile,skilled,no,protestant,yes,republican
63,female,White,HighSchool,rural,north central,34-67 %ile,clerical,no,catholic,yes,democrat
61,female,White,HighSchool,rural,north central,68-95 %ile,clerical,yes,protestant,yes,republican
47,female,White,SomeCollege,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
62,female,White,SomeCollege,rural,west,34-67 %ile,homemakers,no,protestant,yes,republican
29,male,White,CollegeDegree,suburban,south,34-67 %ile,clerical,no,protestant,yes,other
46,male,White,CollegeDegree,suburban,north central,96-100 %ile,professional,yes,catholic,yes,republican
20,female,Black,HighSchool,suburban,north central,0-16 %ile,professional,no,other,yes,democrat
28,female,Hispanic,HighSchool,suburban,north central,17-33 %ile,skilled,no,protestant,no,NA
66,female,White,HighSchool,suburban,north central,34-67 %ile,professional,no,catholic,yes,democrat
39,male,White,SomeCollege,rural,north central,34-67 %ile,skilled,no,protestant,yes,republican
30,male,White,SomeCollege,suburban,northeast,34-67 %ile,skilled,no,other,yes,other
49,female,White,SomeCollege,suburban,north central,68-95 %ile,clerical,no,catholic,yes,republican
33,male,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,catholic,yes,other
68,female,White,SomeCollege,central,north central,68-95 %ile,homemakers,no,jewish,yes,other
48,male,Asian,CollegeDegree,suburban,west,96-100 %ile,professional,no,protestant,yes,republican
44,male,White,SomeCollege,suburban,west,34-67 %ile,clerical,yes,protestant,yes,republican
39,female,White,SomeCollege,rural,north central,0-16 %ile,professional,no,protestant,no,NA
47,female,Black,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,democrat
82,male,White,GradeSchool,rural,south,17-33 %ile,laborer,no,other,yes,republican
52,female,White,HighSchool,rural,south,34-67 %ile,professional,no,protestant,yes,democrat
34,female,NativeAmerican,HighSchool,rural,south,17-33 %ile,homemakers,no,protestant,no,NA
77,female,White,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,yes,democrat
58,female,White,GradeSchool,rural,north central,34-67 %ile,skilled,no,protestant,yes,republican
61,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,yes,republican
34,female,White,HighSchool,suburban,west,96-100 %ile,homemakers,no,catholic,yes,democrat
39,male,Hispanic,SomeCollege,suburban,west,34-67 %ile,professional,no,catholic,yes,other
42,female,Hispanic,HighSchool,suburban,west,17-33 %ile,homemakers,no,catholic,yes,democrat
33,male,Hispanic,HighSchool,suburban,west,34-67 %ile,farmers,no,catholic,no,NA
78,male,White,SomeCollege,suburban,west,34-67 %ile,professional,no,protestant,yes,other
71,female,White,HighSchool,central,west,0-16 %ile,clerical,no,other,yes,democrat
66,male,White,HighSchool,rural,north central,34-67 %ile,skilled,no,protestant,yes,republican
42,male,White,CollegeDegree,rural,north central,17-33 %ile,skilled,no,other,yes,democrat
24,female,White,HighSchool,rural,north central,0-16 %ile,homemakers,no,protestant,yes,republican
76,female,NativeAmerican,GradeSchool,rural,south,0-16 %ile,professional,no,protestant,yes,republican
46,male,White,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
82,male,White,HighSchool,suburban,northeast,34-67 %ile,clerical,no,catholic,yes,democrat
57,female,White,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,no,NA
68,male,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
75,male,White,HighSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
76,male,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,catholic,yes,democrat
75,male,Hispanic,GradeSchool,suburban,west,17-33 %ile,skilled,yes,other,yes,democrat
69,male,Hispanic,HighSchool,suburban,west,34-67 %ile,skilled,no,catholic,no,NA
60,female,White,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,yes,republican
49,male,White,SomeCollege,suburban,west,68-95 %ile,laborer,no,catholic,yes,other
34,male,White,HighSchool,rural,west,96-100 %ile,skilled,no,protestant,yes,republican
46,male,Hispanic,CollegeDegree,central,south,68-95 %ile,clerical,no,protestant,yes,republican
31,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,yes,catholic,yes,democrat
49,female,White,HighSchool,suburban,northeast,34-67 %ile,skilled,yes,catholic,yes,republican
49,male,White,SomeCollege,rural,west,34-67 %ile,professional,yes,protestant,yes,other
53,male,White,HighSchool,suburban,south,34-67 %ile,clerical,no,protestant,yes,republican
56,male,White,HighSchool,suburban,south,68-95 %ile,skilled,yes,protestant,yes,other
68,female,NativeAmerican,HighSchool,central,west,34-67 %ile,clerical,no,protestant,yes,democrat
43,female,White,HighSchool,suburban,west,17-33 %ile,professional,no,protestant,yes,republican
62,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,yes,republican
51,female,Black,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,yes,democrat
75,female,White,HighSchool,rural,south,17-33 %ile,homemakers,no,protestant,yes,democrat
50,male,White,CollegeDegree,central,northeast,68-95 %ile,professional,no,protestant,yes,NA
53,male,White,CollegeDegree,central,northeast,96-100 %ile,professional,no,jewish,yes,democrat
22,female,White,HighSchool,suburban,northeast,0-16 %ile,clerical,no,catholic,no,NA
42,female,White,CollegeDegree,central,northeast,96-100 %ile,clerical,no,jewish,yes,democrat
61,male,White,CollegeDegree,central,south,68-95 %ile,clerical,no,protestant,yes,republican
64,male,White,HighSchool,suburban,south,34-67 %ile,skilled,no,protestant,yes,democrat
70,female,White,HighSchool,rural,north central,34-67 %ile,clerical,no,protestant,yes,republican
82,female,Black,HighSchool,rural,south,0-16 %ile,professional,no,protestant,yes,democrat
69,male,White,GradeSchool,rural,north central,17-33 %ile,professional,no,catholic,yes,democrat
44,male,White,SomeCollege,central,south,68-95 %ile,clerical,no,protestant,yes,democrat
22,male,White,SomeCollege,suburban,north central,0-16 %ile,clerical,no,other,yes,democrat
33,male,White,HighSchool,suburban,south,0-16 %ile,laborer,no,protestant,no,NA
28,female,White,CollegeDegree,suburban,west,96-100 %ile,professional,no,protestant,yes,republican
32,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,republican
63,female,Black,HighSchool,central,west,17-33 %ile,skilled,no,catholic,yes,democrat
28,male,White,HighSchool,rural,south,0-16 %ile,professional,no,protestant,no,NA
34,male,Asian,SomeCollege,central,west,68-95 %ile,skilled,yes,protestant,no,NA
30,female,Black,HighSchool,suburban,north central,0-16 %ile,skilled,no,protestant,no,NA
21,male,Asian,SomeCollege,suburban,north central,68-95 %ile,skilled,no,catholic,no,NA
29,male,White,CollegeDegree,suburban,north central,68-95 %ile,clerical,no,protestant,yes,other
42,female,Black,CollegeDegree,central,south,0-16 %ile,clerical,no,protestant,yes,democrat
46,female,White,HighSchool,rural,north central,34-67 %ile,clerical,no,protestant,yes,democrat
39,male,White,CollegeDegree,rural,west,68-95 %ile,professional,yes,protestant,yes,democrat
70,female,Black,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
56,male,Black,GradeSchool,suburban,south,0-16 %ile,skilled,no,protestant,yes,democrat
60,male,White,HighSchool,suburban,south,34-67 %ile,farmers,no,protestant,yes,republican
32,female,White,HighSchool,suburban,south,17-33 %ile,clerical,no,other,yes,democrat
33,female,Hispanic,HighSchool,suburban,south,0-16 %ile,clerical,no,catholic,no,NA
37,male,NativeAmerican,HighSchool,suburban,south,34-67 %ile,skilled,yes,catholic,yes,other
67,female,White,HighSchool,suburban,south,17-33 %ile,homemakers,yes,catholic,yes,other
68,female,White,HighSchool,rural,northeast,0-16 %ile,clerical,no,protestant,yes,democrat
60,male,Black,HighSchool,rural,south,0-16 %ile,laborer,no,protestant,yes,NA
31,female,Hispanic,SomeCollege,rural,south,17-33 %ile,homemakers,no,protestant,yes,republican
56,male,White,GradeSchool,rural,south,17-33 %ile,farmers,no,catholic,yes,democrat
32,female,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,no,NA
46,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,other,yes,republican
37,female,White,CollegeDegree,central,northeast,17-33 %ile,clerical,no,other,yes,democrat
34,male,White,SomeCollege,suburban,northeast,17-33 %ile,clerical,no,catholic,yes,other
76,female,White,CollegeDegree,central,northeast,34-67 %ile,clerical,no,catholic,yes,republican
30,female,White,SomeCollege,suburban,north central,68-95 %ile,professional,no,catholic,yes,other
48,male,White,CollegeDegree,central,north central,68-95 %ile,professional,no,protestant,yes,democrat
83,female,White,HighSchool,central,north central,34-67 %ile,clerical,no,protestant,yes,republican
33,male,White,HighSchool,suburban,south,34-67 %ile,laborer,yes,protestant,yes,democrat
51,female,White,SomeCollege,suburban,south,68-95 %ile,professional,yes,protestant,yes,democrat
27,male,White,HighSchool,suburban,south,68-95 %ile,skilled,no,other,no,NA
70,female,White,GradeSchool,suburban,south,0-16 %ile,skilled,no,protestant,yes,democrat
77,female,White,GradeSchool,rural,northeast,0-16 %ile,farmers,no,protestant,yes,republican
74,female,White,SomeCollege,rural,north central,96-100 %ile,professional,no,catholic,yes,NA
65,female,White,GradeSchool,rural,north central,0-16 %ile,skilled,no,catholic,no,NA
37,male,White,HighSchool,rural,north central,34-67 %ile,skilled,no,catholic,yes,other
75,male,White,CollegeDegree,suburban,south,68-95 %ile,professional,no,catholic,yes,democrat
51,female,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
23,female,White,SomeCollege,rural,north central,17-33 %ile,clerical,no,protestant,yes,democrat
38,female,Asian,CollegeDegree,suburban,north central,96-100 %ile,professional,no,other,no,NA
39,female,White,HighSchool,suburban,north central,68-95 %ile,professional,no,protestant,yes,republican
34,female,White,SomeCollege,central,south,17-33 %ile,skilled,no,other,no,NA
47,female,White,HighSchool,suburban,south,68-95 %ile,clerical,no,catholic,yes,democrat
44,female,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,other,yes,democrat
60,female,White,HighSchool,suburban,north central,68-95 %ile,clerical,no,protestant,yes,democrat
41,male,Hispanic,SomeCollege,suburban,north central,68-95 %ile,clerical,yes,catholic,yes,democrat
42,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,yes,catholic,yes,democrat
35,female,Black,SomeCollege,suburban,northeast,68-95 %ile,clerical,yes,protestant,yes,democrat
55,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,protestant,yes,democrat
32,male,White,CollegeDegree,rural,northeast,68-95 %ile,professional,yes,catholic,yes,democrat
69,male,White,CollegeDegree,rural,northeast,34-67 %ile,professional,no,catholic,yes,republican
26,female,NativeAmerican,HighSchool,suburban,south,0-16 %ile,farmers,no,protestant,no,NA
28,male,White,HighSchool,central,west,17-33 %ile,skilled,no,protestant,yes,democrat
77,male,White,HighSchool,suburban,west,68-95 %ile,clerical,no,protestant,yes,NA
24,male,White,HighSchool,suburban,west,34-67 %ile,farmers,no,protestant,yes,republican
43,male,White,SomeCollege,suburban,west,68-95 %ile,professional,no,protestant,yes,republican
81,female,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
54,female,White,SomeCollege,rural,south,34-67 %ile,skilled,no,protestant,yes,democrat
22,female,NativeAmerican,SomeCollege,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
47,male,NativeAmerican,GradeSchool,rural,south,34-67 %ile,skilled,no,protestant,no,NA
32,male,White,HighSchool,rural,south,17-33 %ile,laborer,no,protestant,yes,republican
58,female,Hispanic,HighSchool,rural,west,0-16 %ile,skilled,no,catholic,yes,republican
41,male,White,CollegeDegree,rural,west,34-67 %ile,professional,no,catholic,yes,other
64,female,White,GradeSchool,central,northeast,17-33 %ile,skilled,no,catholic,yes,democrat
82,female,White,GradeSchool,central,north central,34-67 %ile,skilled,no,protestant,yes,democrat
51,male,White,HighSchool,central,north central,34-67 %ile,skilled,no,protestant,yes,republican
55,male,White,SomeCollege,suburban,north central,68-95 %ile,skilled,no,protestant,yes,republican
37,female,White,HighSchool,suburban,north central,34-67 %ile,homemakers,no,protestant,no,NA
36,male,Hispanic,CollegeDegree,central,south,34-67 %ile,professional,no,protestant,yes,democrat
49,male,Hispanic,HighSchool,suburban,south,0-16 %ile,skilled,no,protestant,no,NA
25,male,White,CollegeDegree,suburban,west,68-95 %ile,clerical,no,protestant,yes,republican
41,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
35,female,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
47,male,Hispanic,HighSchool,rural,south,34-67 %ile,skilled,no,catholic,no,NA
30,female,White,SomeCollege,rural,west,68-95 %ile,clerical,no,protestant,yes,other
77,male,White,HighSchool,central,north central,34-67 %ile,professional,no,catholic,yes,democrat
88,female,White,GradeSchool,central,north central,0-16 %ile,homemakers,no,catholic,no,NA
33,female,Black,SomeCollege,central,north central,34-67 %ile,homemakers,yes,protestant,yes,democrat
81,male,White,HighSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
73,female,White,HighSchool,rural,south,17-33 %ile,homemakers,no,protestant,no,NA
72,female,White,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
64,female,White,HighSchool,suburban,northeast,0-16 %ile,homemakers,no,catholic,yes,democrat
43,male,White,SomeCollege,suburban,northeast,68-95 %ile,professional,no,other,yes,other
48,male,White,HighSchool,suburban,northeast,68-95 %ile,skilled,yes,catholic,yes,other
44,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,jewish,yes,other
37,female,White,CollegeDegree,central,south,68-95 %ile,professional,no,other,yes,democrat
82,male,White,GradeSchool,central,northeast,0-16 %ile,skilled,no,catholic,yes,democrat
53,male,White,HighSchool,suburban,north central,68-95 %ile,skilled,no,protestant,yes,republican
78,male,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
57,male,White,HighSchool,rural,south,17-33 %ile,laborer,no,protestant,yes,republican
69,male,White,HighSchool,rural,south,34-67 %ile,clerical,no,protestant,yes,democrat
56,female,Black,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,democrat
67,male,White,CollegeDegree,rural,west,34-67 %ile,professional,no,other,yes,democrat
70,female,White,CollegeDegree,rural,west,68-95 %ile,professional,no,protestant,yes,other
23,male,White,SomeCollege,rural,north central,17-33 %ile,skilled,no,protestant,yes,republican
75,male,White,CollegeDegree,suburban,west,68-95 %ile,clerical,no,protestant,yes,republican
70,male,White,HighSchool,suburban,west,34-67 %ile,clerical,yes,protestant,yes,democrat
50,male,White,CollegeDegree,suburban,west,34-67 %ile,skilled,no,protestant,yes,democrat
32,male,White,SomeCollege,suburban,west,68-95 %ile,clerical,no,protestant,yes,republican
40,male,White,SomeCollege,rural,north central,34-67 %ile,skilled,yes,catholic,yes,democrat
47,male,White,SomeCollege,suburban,south,34-67 %ile,clerical,no,catholic,yes,republican
33,female,Asian,SomeCollege,central,west,68-95 %ile,clerical,yes,other,yes,republican
58,female,White,SomeCollege,suburban,north central,17-33 %ile,homemakers,no,protestant,yes,republican
30,female,Black,SomeCollege,central,south,17-33 %ile,professional,no,protestant,yes,democrat
22,male,White,SomeCollege,suburban,northeast,68-95 %ile,skilled,yes,catholic,no,NA
38,male,White,CollegeDegree,suburban,south,68-95 %ile,professional,no,protestant,no,NA
37,female,White,HighSchool,suburban,northeast,17-33 %ile,clerical,no,catholic,yes,republican
50,female,White,CollegeDegree,rural,north central,68-95 %ile,skilled,no,protestant,yes,republican
31,female,White,SomeCollege,rural,north central,68-95 %ile,homemakers,no,protestant,yes,republican
21,male,White,HighSchool,rural,northeast,68-95 %ile,skilled,no,protestant,yes,other
45,female,White,CollegeDegree,rural,north central,68-95 %ile,professional,no,protestant,yes,other
43,female,Black,SomeCollege,central,west,34-67 %ile,clerical,no,protestant,no,NA
75,male,White,SomeCollege,suburban,northeast,34-67 %ile,clerical,no,protestant,yes,democrat
31,male,Black,SomeCollege,central,west,68-95 %ile,professional,yes,protestant,yes,democrat
29,female,White,SomeCollege,central,west,68-95 %ile,professional,yes,catholic,yes,democrat
53,male,White,HighSchool,suburban,northeast,34-67 %ile,skilled,no,protestant,yes,republican
37,female,White,HighSchool,suburban,northeast,68-95 %ile,skilled,no,other,yes,republican
25,male,White,SomeCollege,suburban,west,0-16 %ile,skilled,no,catholic,yes,democrat
69,female,White,HighSchool,suburban,northeast,17-33 %ile,clerical,no,catholic,yes,democrat
71,female,White,SomeCollege,rural,north central,17-33 %ile,homemakers,no,protestant,yes,republican
33,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,protestant,yes,other
67,female,White,CollegeDegree,central,west,34-67 %ile,professional,no,jewish,yes,democrat
25,female,White,CollegeDegree,suburban,north central,96-100 %ile,clerical,no,catholic,yes,republican
20,male,White,HighSchool,suburban,south,0-16 %ile,skilled,no,protestant,no,NA
69,female,White,HighSchool,suburban,west,0-16 %ile,clerical,no,protestant,yes,other
74,male,White,HighSchool,central,west,34-67 %ile,skilled,yes,protestant,no,NA
59,female,White,CollegeDegree,suburban,west,68-95 %ile,professional,yes,protestant,yes,democrat
63,male,White,HighSchool,suburban,west,34-67 %ile,professional,no,protestant,yes,republican
42,male,White,CollegeDegree,rural,northeast,17-33 %ile,farmers,no,other,yes,democrat
64,male,White,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
64,male,White,GradeSchool,rural,south,17-33 %ile,laborer,no,protestant,yes,democrat
44,female,Hispanic,GradeSchool,rural,south,34-67 %ile,skilled,yes,other,yes,republican
37,male,White,SomeCollege,rural,south,34-67 %ile,skilled,no,protestant,yes,republican
71,female,White,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
47,female,White,HighSchool,central,north central,68-95 %ile,professional,no,protestant,yes,democrat
67,female,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,catholic,yes,democrat
59,male,Black,GradeSchool,central,north central,0-16 %ile,professional,no,protestant,yes,democrat
33,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,protestant,yes,republican
28,male,White,SomeCollege,central,north central,34-67 %ile,skilled,no,protestant,yes,democrat
64,female,Black,HighSchool,central,south,17-33 %ile,clerical,no,protestant,yes,democrat
41,female,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,other,yes,democrat
71,female,White,HighSchool,suburban,west,34-67 %ile,homemakers,yes,protestant,yes,republican
58,male,White,CollegeDegree,suburban,northeast,68-95 %ile,skilled,no,catholic,yes,democrat
58,male,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,protestant,yes,other
61,male,Asian,SomeCollege,suburban,northeast,68-95 %ile,skilled,yes,catholic,yes,democrat
25,female,White,HighSchool,central,northeast,68-95 %ile,clerical,no,catholic,no,NA
61,male,White,SomeCollege,suburban,northeast,68-95 %ile,professional,no,catholic,yes,democrat
34,male,White,HighSchool,suburban,south,34-67 %ile,skilled,yes,protestant,yes,republican
34,female,NativeAmerican,HighSchool,central,northeast,17-33 %ile,homemakers,no,other,no,NA
65,male,White,CollegeDegree,rural,northeast,34-67 %ile,professional,yes,protestant,yes,other
71,male,White,SomeCollege,central,northeast,34-67 %ile,laborer,no,catholic,yes,democrat
30,female,White,CollegeDegree,rural,northeast,68-95 %ile,professional,no,catholic,yes,democrat
54,male,White,SomeCollege,suburban,northeast,96-100 %ile,professional,no,protestant,yes,other
33,female,White,HighSchool,suburban,north central,34-67 %ile,clerical,yes,catholic,yes,democrat
75,female,White,HighSchool,rural,north central,34-67 %ile,professional,no,protestant,yes,democrat
49,male,White,HighSchool,suburban,north central,34-67 %ile,clerical,no,protestant,yes,democrat
52,male,White,CollegeDegree,rural,north central,68-95 %ile,farmers,no,protestant,yes,republican
50,female,White,HighSchool,rural,north central,96-100 %ile,homemakers,no,protestant,yes,republican
27,female,White,CollegeDegree,central,northeast,68-95 %ile,professional,no,other,yes,democrat
45,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,yes,protestant,yes,other
37,male,White,CollegeDegree,central,northeast,68-95 %ile,professional,no,catholic,yes,democrat
57,male,Black,GradeSchool,rural,south,34-67 %ile,laborer,no,protestant,yes,democrat
47,male,White,CollegeDegree,rural,north central,34-67 %ile,professional,no,catholic,yes,democrat
49,female,White,SomeCollege,rural,north central,17-33 %ile,skilled,no,protestant,yes,republican
51,male,White,HighSchool,rural,north central,68-95 %ile,skilled,no,protestant,yes,other
66,male,White,HighSchool,central,south,0-16 %ile,professional,no,catholic,yes,republican
64,male,White,HighSchool,central,south,68-95 %ile,skilled,no,protestant,no,NA
21,female,Black,SomeCollege,suburban,south,0-16 %ile,skilled,no,protestant,yes,democrat
59,male,Hispanic,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
72,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,yes,republican
56,female,White,CollegeDegree,suburban,west,96-100 %ile,homemakers,no,protestant,yes,republican
24,female,White,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,yes,other
80,male,White,GradeSchool,rural,south,0-16 %ile,farmers,no,protestant,yes,democrat
35,female,White,HighSchool,rural,northeast,17-33 %ile,homemakers,no,protestant,no,NA
32,male,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,other,yes,other
66,female,White,HighSchool,rural,north central,0-16 %ile,skilled,no,protestant,no,NA
53,female,White,HighSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,republican
32,female,Black,HighSchool,suburban,south,0-16 %ile,homemakers,no,protestant,no,NA
30,female,NativeAmerican,SomeCollege,central,south,17-33 %ile,professional,no,other,yes,democrat
27,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,catholic,yes,democrat
57,female,White,CollegeDegree,suburban,south,68-95 %ile,clerical,no,protestant,yes,democrat
46,female,White,HighSchool,suburban,northeast,17-33 %ile,professional,no,catholic,yes,democrat
46,female,Black,HighSchool,central,south,17-33 %ile,professional,yes,protestant,yes,democrat
77,female,White,HighSchool,central,south,17-33 %ile,clerical,no,protestant,yes,republican
58,male,White,HighSchool,suburban,north central,68-95 %ile,professional,no,protestant,yes,democrat
60,male,White,HighSchool,rural,northeast,34-67 %ile,skilled,no,catholic,yes,democrat
41,female,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,republican
63,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,republican
49,male,White,HighSchool,suburban,south,68-95 %ile,professional,no,catholic,yes,democrat
37,female,White,SomeCollege,rural,north central,68-95 %ile,professional,no,protestant,yes,other
34,male,White,HighSchool,central,south,34-67 %ile,skilled,no,protestant,no,NA
30,female,Black,HighSchool,suburban,south,17-33 %ile,clerical,no,protestant,yes,democrat
27,female,White,HighSchool,rural,south,17-33 %ile,homemakers,no,protestant,yes,republican
45,female,NativeAmerican,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,other
55,male,White,GradeSchool,suburban,northeast,0-16 %ile,skilled,no,other,no,NA
45,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,other,yes,democrat
26,female,White,HighSchool,suburban,northeast,0-16 %ile,homemakers,no,protestant,no,NA
46,male,Black,HighSchool,suburban,northeast,17-33 %ile,skilled,no,catholic,no,NA
29,male,White,SomeCollege,central,south,34-67 %ile,laborer,no,protestant,yes,republican
27,male,Hispanic,SomeCollege,central,south,34-67 %ile,skilled,no,protestant,yes,democrat
81,female,White,HighSchool,central,north central,34-67 %ile,skilled,no,catholic,yes,republican
