"","iid","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"515",516,0,NA,NA,NA,NA,NA,0.545454545454545,2.77272727272727,4,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3
"516",517,0,NA,NA,NA,NA,NA,0.272727272727273,2.77272727272727,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"517",518,0,7.04545454545455,6.81818181818182,7.36363636363636,7.36363636363636,NA,0.636363636363636,2.77272727272727,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"518",519,0,NA,NA,NA,NA,NA,0.318181818181818,2.77272727272727,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2
"519",520,0,NA,NA,NA,NA,NA,0.181818181818182,2.77272727272727,6,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2
"520",521,0,6.13636363636364,7.36363636363636,7.40909090909091,6.36363636363636,NA,0.5,2.77272727272727,2,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"521",522,0,6.40909090909091,7.54545454545455,6.86363636363636,6.45454545454545,7.31818181818182,0.545454545454545,2.77272727272727,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"522",523,0,4.09090909090909,6.63636363636364,6.95454545454545,5.77272727272727,NA,0.0909090909090909,2.77272727272727,4,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"523",524,0,NA,NA,NA,NA,NA,0.636363636363636,2.77272727272727,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"524",525,0,NA,NA,NA,NA,NA,0,2.77272727272727,2,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"525",526,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"526",527,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,6,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6
"527",528,0,NA,NA,NA,NA,NA,0.227272727272727,2.77272727272727,3,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"528",529,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,4,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"529",530,0,NA,NA,NA,NA,NA,0.136363636363636,2.77272727272727,4,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"530",531,1,4.45454545454545,7.86363636363636,7.04545454545455,5.27272727272727,6.77272727272727,0.318181818181818,3.18181818181818,4,2,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6
"531",532,1,NA,NA,NA,NA,NA,0.181818181818182,3.18181818181818,4,5,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2
"532",533,1,NA,NA,NA,NA,NA,0.318181818181818,3.18181818181818,2,2,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2
"533",534,1,5.45454545454545,6.68181818181818,6.27272727272727,5.63636363636364,6.31818181818182,0.318181818181818,3.18181818181818,6,5,7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1
"534",535,1,6,7.77272727272727,6.18181818181818,6.45454545454545,NA,0.681818181818182,3.18181818181818,2,2,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6
"535",536,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1
"536",537,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,4,1,6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1
"537",538,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,2,7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6
"538",539,1,NA,NA,NA,NA,NA,0.363636363636364,3.18181818181818,2,1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6
"539",540,1,NA,NA,NA,NA,NA,0.227272727272727,3.18181818181818,2,2,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3
"540",541,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3
"541",542,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6
"542",543,1,NA,NA,NA,NA,NA,0.272727272727273,3.18181818181818,4,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3
"543",544,1,NA,NA,NA,NA,NA,0.363636363636364,3.18181818181818,4,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3
"544",545,1,NA,NA,NA,NA,NA,0.318181818181818,3.18181818181818,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1
"545",546,1,NA,NA,NA,NA,NA,0.545454545454545,3.18181818181818,2,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6
"546",547,1,6.31818181818182,7.04545454545455,6.18181818181818,6.04545454545455,6.27272727272727,0.5,3.18181818181818,2,7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5
"547",548,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1
"548",549,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,2,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2
"549",550,1,5.13636363636364,6.5,5.81818181818182,5.27272727272727,6.36363636363636,0.272727272727273,3.18181818181818,2,7,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3
"550",551,1,NA,NA,NA,NA,NA,0.454545454545455,3.18181818181818,1,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1
"551",552,1,NA,NA,NA,NA,NA,0.681818181818182,3.18181818181818,2,15,8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3
